rollup_key,rollup_scope,rollup_value,institution,country,country_code,role,trainee_category,program_name,lifecycle_code,projected_refresh_date,stage_state_count,canonical_person_program_count,person_count,program_count,deterministic_advancement_count,deterministic_completion_count,source_refresh_required_count,manual_review_required_count,carry_forward_count,duplicate_contract_count,stale_by_refresh_count,fresh_observation_required_count,auto_classifiable_transition_count,dominant_stage_state_status,dominant_staleness_bucket,dominant_policy_lane,dominant_diff_readiness_status,recommended_operator_action,stale_information_policy,evidence_json
training_stage_state_rollup_6d8c74e5d5c7eaea718c,lifecycle_code,US_GME_RESIDENCY_7Y,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,resident,resident,,US_GME_RESIDENCY_7Y,2027-08-15,21,21,21,1,18,3,0,0,0,0,21,21,21,expected_to_advance_if_fresh_next_stage_observed,stale_by_projected_refresh,deterministic_expected_advancement,diff_expected_change_classifiable,reconcile_expected_advancements_and_completion_absences,classify_completion_absence_only_after_fresh_refresh,"{""derived_from"": [""person_training_stage_state""], ""diff_readiness_status_counts"": {""diff_expected_change_classifiable"": 21}, ""policy_lane_counts"": {""deterministic_expected_advancement"": 18, ""deterministic_expected_completion"": 3}, ""stage_state_status_counts"": {""expected_to_advance_if_fresh_next_stage_observed"": 18, ""expected_to_complete_if_absent_or_alumni_after_refresh"": 3}, ""staleness_bucket_counts"": {""stale_by_projected_refresh"": 21}}"
training_stage_state_rollup_d3de963840a226af8707,lifecycle_code,US_GME_RESIDENCY_DURATION_UNKNOWN,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,resident,resident,,US_GME_RESIDENCY_DURATION_UNKNOWN,2027-08-15,104,104,104,3,0,0,8,96,0,0,104,104,0,manual_review_required_before_any_stage_mutation,review_bound_not_time_classifiable,manual_review_required,diff_review_bound,resolve_review_bound_states_before_mutating_this_scope,do_not_auto_mutate_review_bound_stage_states,"{""derived_from"": [""person_training_stage_state""], ""diff_readiness_status_counts"": {""diff_review_bound"": 96, ""diff_source_refresh_bound"": 8}, ""policy_lane_counts"": {""manual_review_required"": 96, ""source_refresh_required"": 8}, ""stage_state_status_counts"": {""manual_review_required_before_any_stage_mutation"": 96, ""must_refresh_source_before_retention_or_change"": 8}, ""staleness_bucket_counts"": {""review_bound_not_time_classifiable"": 96, ""stale_by_projected_refresh"": 8}}"
training_stage_state_rollup_312f776074b49445b4f4,lifecycle_code,US_MD_PHD_MSTP_VARIABLE,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,medical_student,medical_student,,US_MD_PHD_MSTP_VARIABLE,2027-08-15,225,225,225,1,0,0,225,0,0,0,225,225,0,must_refresh_source_before_retention_or_change,stale_by_projected_refresh,source_refresh_required,diff_source_refresh_bound,refresh_sources_before_retaining_or_diffing_this_scope,do_not_carry_forward_stale_stage_states_without_fresh_source,"{""derived_from"": [""person_training_stage_state""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 225}, ""policy_lane_counts"": {""source_refresh_required"": 225}, ""stage_state_status_counts"": {""must_refresh_source_before_retention_or_change"": 225}, ""staleness_bucket_counts"": {""stale_by_projected_refresh"": 225}}"
training_stage_state_rollup_1ce920e2596a6fbf9709,lifecycle_code,none,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,,none,2027-08-15,13,13,13,1,0,0,0,0,13,0,0,0,0,carry_forward_until_fresh_source_contradiction,fresh_contradiction_only,carry_forward_no_change,diff_no_change_expected,carry_forward_until_fresh_source_contradiction,retain_until_fresh_public_source_contradiction,"{""derived_from"": [""person_training_stage_state""], ""diff_readiness_status_counts"": {""diff_no_change_expected"": 13}, ""policy_lane_counts"": {""carry_forward_no_change"": 13}, ""stage_state_status_counts"": {""carry_forward_until_fresh_source_contradiction"": 13}, ""staleness_bucket_counts"": {""fresh_contradiction_only"": 13}}"
training_stage_state_rollup_314915e025975a3cf007,policy_lane,carry_forward_no_change,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,,none,2027-08-15,13,13,13,1,0,0,0,0,13,0,0,0,0,carry_forward_until_fresh_source_contradiction,fresh_contradiction_only,carry_forward_no_change,diff_no_change_expected,carry_forward_until_fresh_source_contradiction,retain_until_fresh_public_source_contradiction,"{""derived_from"": [""person_training_stage_state""], ""diff_readiness_status_counts"": {""diff_no_change_expected"": 13}, ""policy_lane_counts"": {""carry_forward_no_change"": 13}, ""stage_state_status_counts"": {""carry_forward_until_fresh_source_contradiction"": 13}, ""staleness_bucket_counts"": {""fresh_contradiction_only"": 13}}"
training_stage_state_rollup_ab10f9117e4f27753a61,policy_lane,deterministic_expected_advancement,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,resident,resident,,US_GME_RESIDENCY_3Y,2027-08-15,659,619,575,32,659,0,0,0,0,102,659,659,659,expected_to_advance_if_fresh_next_stage_observed,stale_by_projected_refresh,deterministic_expected_advancement,diff_expected_change_classifiable,reconcile_expected_advancements,classify_advancement_only_when_expected_next_stage_is_freshly_observed,"{""derived_from"": [""person_training_stage_state""], ""diff_readiness_status_counts"": {""diff_expected_change_classifiable"": 659}, ""policy_lane_counts"": {""deterministic_expected_advancement"": 659}, ""stage_state_status_counts"": {""expected_to_advance_if_fresh_next_stage_observed"": 659}, ""staleness_bucket_counts"": {""stale_by_projected_refresh"": 659}}"
training_stage_state_rollup_ad82ca13f1553d9ed03d,policy_lane,deterministic_expected_completion,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,resident,resident,,US_GME_RESIDENCY_3Y,2027-08-15,252,248,216,31,0,252,0,0,0,31,252,252,252,expected_to_complete_if_absent_or_alumni_after_refresh,stale_by_projected_refresh,deterministic_expected_completion,diff_expected_change_classifiable,reconcile_expected_completion_absences,classify_completion_absence_only_after_fresh_refresh,"{""derived_from"": [""person_training_stage_state""], ""diff_readiness_status_counts"": {""diff_expected_change_classifiable"": 252}, ""policy_lane_counts"": {""deterministic_expected_completion"": 252}, ""stage_state_status_counts"": {""expected_to_complete_if_absent_or_alumni_after_refresh"": 252}, ""staleness_bucket_counts"": {""stale_by_projected_refresh"": 252}}"
training_stage_state_rollup_119f99fc311775945abb,policy_lane,manual_review_required,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,resident,resident,,US_GME_RESIDENCY_DURATION_UNKNOWN,2027-08-15,131,128,126,11,0,0,0,131,0,11,131,131,0,manual_review_required_before_any_stage_mutation,review_bound_not_time_classifiable,manual_review_required,diff_review_bound,resolve_review_bound_states_before_mutating_this_scope,do_not_auto_mutate_review_bound_stage_states,"{""derived_from"": [""person_training_stage_state""], ""diff_readiness_status_counts"": {""diff_review_bound"": 131}, ""policy_lane_counts"": {""manual_review_required"": 131}, ""stage_state_status_counts"": {""manual_review_required_before_any_stage_mutation"": 131}, ""staleness_bucket_counts"": {""review_bound_not_time_classifiable"": 131}}"
training_stage_state_rollup_425c6b1e1f65adb4ade6,policy_lane,source_refresh_required,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,medical_student,medical_student,,US_MD_PHD_MSTP_VARIABLE,2027-08-15,627,627,627,74,0,0,627,0,0,0,627,627,0,must_refresh_source_before_retention_or_change,stale_by_projected_refresh,source_refresh_required,diff_source_refresh_bound,refresh_sources_before_retaining_or_diffing_this_scope,do_not_carry_forward_stale_stage_states_without_fresh_source,"{""derived_from"": [""person_training_stage_state""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 627}, ""policy_lane_counts"": {""source_refresh_required"": 627}, ""stage_state_status_counts"": {""must_refresh_source_before_retention_or_change"": 627}, ""staleness_bucket_counts"": {""stale_by_projected_refresh"": 627}}"
training_stage_state_rollup_2444de76f740ea0246f6,program,ABR Alternate Pathway to Certification,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,ABR Alternate Pathway to Certification,US_GME_FELLOWSHIP_1Y,2027-08-15,1,1,1,1,0,0,1,0,0,0,1,1,0,must_refresh_source_before_retention_or_change,stale_by_projected_refresh,source_refresh_required,diff_source_refresh_bound,refresh_sources_before_retaining_or_diffing_this_scope,do_not_carry_forward_stale_stage_states_without_fresh_source,"{""derived_from"": [""person_training_stage_state""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 1}, ""policy_lane_counts"": {""source_refresh_required"": 1}, ""stage_state_status_counts"": {""must_refresh_source_before_retention_or_change"": 1}, ""staleness_bucket_counts"": {""stale_by_projected_refresh"": 1}}"
training_stage_state_rollup_28c38a411005360eaf18,program,Abdominal Imaging Fellowship,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Abdominal Imaging Fellowship,US_GME_FELLOWSHIP_1Y,2027-08-15,9,9,9,1,0,0,9,0,0,0,9,9,0,must_refresh_source_before_retention_or_change,stale_by_projected_refresh,source_refresh_required,diff_source_refresh_bound,refresh_sources_before_retaining_or_diffing_this_scope,do_not_carry_forward_stale_stage_states_without_fresh_source,"{""derived_from"": [""person_training_stage_state""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 9}, ""policy_lane_counts"": {""source_refresh_required"": 9}, ""stage_state_status_counts"": {""must_refresh_source_before_retention_or_change"": 9}, ""staleness_bucket_counts"": {""stale_by_projected_refresh"": 9}}"
training_stage_state_rollup_9efa2c3134617f7f35fe,program,Adult Congenital Heart Disease Fellowship,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Adult Congenital Heart Disease Fellowship,US_GME_FELLOWSHIP_2Y,2027-08-15,2,2,2,1,0,0,2,0,0,0,2,2,0,must_refresh_source_before_retention_or_change,stale_by_projected_refresh,source_refresh_required,diff_source_refresh_bound,refresh_sources_before_retaining_or_diffing_this_scope,do_not_carry_forward_stale_stage_states_without_fresh_source,"{""derived_from"": [""person_training_stage_state""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 2}, ""policy_lane_counts"": {""source_refresh_required"": 2}, ""stage_state_status_counts"": {""must_refresh_source_before_retention_or_change"": 2}, ""staleness_bucket_counts"": {""stale_by_projected_refresh"": 2}}"
training_stage_state_rollup_c37a7bf45cf61834ba12,program,Adult Reconstructive Orthopedics Fellowship,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Adult Reconstructive Orthopedics Fellowship,US_GME_FELLOWSHIP_DURATION_UNKNOWN,2027-08-15,3,3,3,1,0,0,3,0,0,0,3,3,0,must_refresh_source_before_retention_or_change,stale_by_projected_refresh,source_refresh_required,diff_source_refresh_bound,refresh_sources_before_retaining_or_diffing_this_scope,do_not_carry_forward_stale_stage_states_without_fresh_source,"{""derived_from"": [""person_training_stage_state""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 3}, ""policy_lane_counts"": {""source_refresh_required"": 3}, ""stage_state_status_counts"": {""must_refresh_source_before_retention_or_change"": 3}, ""staleness_bucket_counts"": {""stale_by_projected_refresh"": 3}}"
training_stage_state_rollup_c6ec62925faff6aa7b71,program,Advanced Gastroenterology and Hepatology Fellowship,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Advanced Gastroenterology and Hepatology Fellowship,US_GME_FELLOWSHIP_3Y,2027-08-15,2,2,2,1,0,0,2,0,0,0,2,2,0,must_refresh_source_before_retention_or_change,stale_by_projected_refresh,source_refresh_required,diff_source_refresh_bound,refresh_sources_before_retaining_or_diffing_this_scope,do_not_carry_forward_stale_stage_states_without_fresh_source,"{""derived_from"": [""person_training_stage_state""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 2}, ""policy_lane_counts"": {""source_refresh_required"": 2}, ""stage_state_status_counts"": {""must_refresh_source_before_retention_or_change"": 2}, ""staleness_bucket_counts"": {""stale_by_projected_refresh"": 2}}"
training_stage_state_rollup_bb82ee7a4d51d84b7aab,program,Advanced Heart Failure Transplant Cardiology Fellowship,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Advanced Heart Failure Transplant Cardiology Fellowship,US_GME_FELLOWSHIP_1Y,2027-08-15,2,2,2,1,0,0,2,0,0,0,2,2,0,must_refresh_source_before_retention_or_change,stale_by_projected_refresh,source_refresh_required,diff_source_refresh_bound,refresh_sources_before_retaining_or_diffing_this_scope,do_not_carry_forward_stale_stage_states_without_fresh_source,"{""derived_from"": [""person_training_stage_state""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 2}, ""policy_lane_counts"": {""source_refresh_required"": 2}, ""stage_state_status_counts"": {""must_refresh_source_before_retention_or_change"": 2}, ""staleness_bucket_counts"": {""stale_by_projected_refresh"": 2}}"
training_stage_state_rollup_ae1f056b1501447b6dd4,program,Advanced Musculoskeletal Fellowship,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Advanced Musculoskeletal Fellowship,US_GME_FELLOWSHIP_1Y,2027-08-15,3,3,3,1,0,0,3,0,0,0,3,3,0,must_refresh_source_before_retention_or_change,stale_by_projected_refresh,source_refresh_required,diff_source_refresh_bound,refresh_sources_before_retaining_or_diffing_this_scope,do_not_carry_forward_stale_stage_states_without_fresh_source,"{""derived_from"": [""person_training_stage_state""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 3}, ""policy_lane_counts"": {""source_refresh_required"": 3}, ""stage_state_status_counts"": {""must_refresh_source_before_retention_or_change"": 3}, ""staleness_bucket_counts"": {""stale_by_projected_refresh"": 3}}"
training_stage_state_rollup_75f7df425cd54a32eca8,program,Advanced Noninvasive Cardiac Imaging Fellowship,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Advanced Noninvasive Cardiac Imaging Fellowship,US_GME_FELLOWSHIP_1Y,2027-08-15,2,2,2,1,0,0,2,0,0,0,2,2,0,must_refresh_source_before_retention_or_change,stale_by_projected_refresh,source_refresh_required,diff_source_refresh_bound,refresh_sources_before_retaining_or_diffing_this_scope,do_not_carry_forward_stale_stage_states_without_fresh_source,"{""derived_from"": [""person_training_stage_state""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 2}, ""policy_lane_counts"": {""source_refresh_required"": 2}, ""stage_state_status_counts"": {""must_refresh_source_before_retention_or_change"": 2}, ""staleness_bucket_counts"": {""stale_by_projected_refresh"": 2}}"
training_stage_state_rollup_4c4ac36aa8a3deb05fee,program,Advanced Nuclear Radiology Fellowship,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Advanced Nuclear Radiology Fellowship,US_GME_FELLOWSHIP_1Y,2027-08-15,1,1,1,1,0,0,1,0,0,0,1,1,0,must_refresh_source_before_retention_or_change,stale_by_projected_refresh,source_refresh_required,diff_source_refresh_bound,refresh_sources_before_retaining_or_diffing_this_scope,do_not_carry_forward_stale_stage_states_without_fresh_source,"{""derived_from"": [""person_training_stage_state""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 1}, ""policy_lane_counts"": {""source_refresh_required"": 1}, ""stage_state_status_counts"": {""must_refresh_source_before_retention_or_change"": 1}, ""staleness_bucket_counts"": {""stale_by_projected_refresh"": 1}}"
training_stage_state_rollup_eee164bd74ebfc482a70,program,Allergy and Immunology Fellowship,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Allergy and Immunology Fellowship,US_GME_FELLOWSHIP_2Y,2027-08-15,4,4,4,1,2,2,0,0,0,0,4,4,4,expected_to_complete_if_absent_or_alumni_after_refresh,stale_by_projected_refresh,deterministic_expected_completion,diff_expected_change_classifiable,reconcile_expected_advancements_and_completion_absences,classify_completion_absence_only_after_fresh_refresh,"{""derived_from"": [""person_training_stage_state""], ""diff_readiness_status_counts"": {""diff_expected_change_classifiable"": 4}, ""policy_lane_counts"": {""deterministic_expected_advancement"": 2, ""deterministic_expected_completion"": 2}, ""stage_state_status_counts"": {""expected_to_advance_if_fresh_next_stage_observed"": 2, ""expected_to_complete_if_absent_or_alumni_after_refresh"": 2}, ""staleness_bucket_counts"": {""stale_by_projected_refresh"": 4}}"
training_stage_state_rollup_d5a9d5a34c9e18287f3e,program,Anesthesiology Residency,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,resident,resident,Anesthesiology Residency,US_GME_ANESTHESIA_CA_PHASE_3Y,2027-08-15,97,97,97,1,71,23,3,0,0,0,97,97,94,expected_to_advance_if_fresh_next_stage_observed,stale_by_projected_refresh,deterministic_expected_advancement,diff_expected_change_classifiable,refresh_sources_before_retaining_or_diffing_this_scope,do_not_carry_forward_stale_stage_states_without_fresh_source,"{""derived_from"": [""person_training_stage_state""], ""diff_readiness_status_counts"": {""diff_expected_change_classifiable"": 94, ""diff_source_refresh_bound"": 3}, ""policy_lane_counts"": {""deterministic_expected_advancement"": 71, ""deterministic_expected_completion"": 23, ""source_refresh_required"": 3}, ""stage_state_status_counts"": {""expected_to_advance_if_fresh_next_stage_observed"": 71, ""expected_to_complete_if_absent_or_alumni_after_refresh"": 23, ""must_refresh_source_before_retention_or_change"": 3}, ""staleness_bucket_counts"": {""stale_by_projected_refresh"": 97}}"
training_stage_state_rollup_7cb93d846b8a23e4a382,program,Aortic Surgery Fellowship,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Aortic Surgery Fellowship,US_GME_FELLOWSHIP_1Y,2027-08-15,2,2,2,1,0,0,2,0,0,0,2,2,0,must_refresh_source_before_retention_or_change,stale_by_projected_refresh,source_refresh_required,diff_source_refresh_bound,refresh_sources_before_retaining_or_diffing_this_scope,do_not_carry_forward_stale_stage_states_without_fresh_source,"{""derived_from"": [""person_training_stage_state""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 2}, ""policy_lane_counts"": {""source_refresh_required"": 2}, ""stage_state_status_counts"": {""must_refresh_source_before_retention_or_change"": 2}, ""staleness_bucket_counts"": {""stale_by_projected_refresh"": 2}}"
training_stage_state_rollup_e86828883a8915f86ecf,program,Breast Pathology Fellowship,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Breast Pathology Fellowship,US_GME_FELLOWSHIP_DURATION_UNKNOWN,2027-08-15,1,1,1,1,0,0,1,0,0,0,1,1,0,must_refresh_source_before_retention_or_change,stale_by_projected_refresh,source_refresh_required,diff_source_refresh_bound,refresh_sources_before_retaining_or_diffing_this_scope,do_not_carry_forward_stale_stage_states_without_fresh_source,"{""derived_from"": [""person_training_stage_state""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 1}, ""policy_lane_counts"": {""source_refresh_required"": 1}, ""stage_state_status_counts"": {""must_refresh_source_before_retention_or_change"": 1}, ""staleness_bucket_counts"": {""stale_by_projected_refresh"": 1}}"
training_stage_state_rollup_3c8a66abbb66b3f233d2,program,CHOP Otolaryngology Fellowship,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,CHOP Otolaryngology Fellowship,US_GME_FELLOWSHIP_DURATION_UNKNOWN,2027-08-15,4,4,4,1,0,0,4,0,0,0,4,4,0,must_refresh_source_before_retention_or_change,stale_by_projected_refresh,source_refresh_required,diff_source_refresh_bound,refresh_sources_before_retaining_or_diffing_this_scope,do_not_carry_forward_stale_stage_states_without_fresh_source,"{""derived_from"": [""person_training_stage_state""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 4}, ""policy_lane_counts"": {""source_refresh_required"": 4}, ""stage_state_status_counts"": {""must_refresh_source_before_retention_or_change"": 4}, ""staleness_bucket_counts"": {""stale_by_projected_refresh"": 4}}"
training_stage_state_rollup_5e1f644b83e261936d74,program,Cardio-Oncology Fellowship,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Cardio-Oncology Fellowship,US_GME_FELLOWSHIP_1Y,2027-08-15,2,2,2,1,0,0,2,0,0,0,2,2,0,must_refresh_source_before_retention_or_change,stale_by_projected_refresh,source_refresh_required,diff_source_refresh_bound,refresh_sources_before_retaining_or_diffing_this_scope,do_not_carry_forward_stale_stage_states_without_fresh_source,"{""derived_from"": [""person_training_stage_state""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 2}, ""policy_lane_counts"": {""source_refresh_required"": 2}, ""stage_state_status_counts"": {""must_refresh_source_before_retention_or_change"": 2}, ""staleness_bucket_counts"": {""stale_by_projected_refresh"": 2}}"
training_stage_state_rollup_668b4b5be88e1cfda03b,program,Cardiothoracic Fellowship,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Cardiothoracic Fellowship,US_GME_FELLOWSHIP_DURATION_UNKNOWN,2027-08-15,1,1,1,1,0,0,1,0,0,0,1,1,0,must_refresh_source_before_retention_or_change,stale_by_projected_refresh,source_refresh_required,diff_source_refresh_bound,refresh_sources_before_retaining_or_diffing_this_scope,do_not_carry_forward_stale_stage_states_without_fresh_source,"{""derived_from"": [""person_training_stage_state""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 1}, ""policy_lane_counts"": {""source_refresh_required"": 1}, ""stage_state_status_counts"": {""must_refresh_source_before_retention_or_change"": 1}, ""staleness_bucket_counts"": {""stale_by_projected_refresh"": 1}}"
